Result_ID	Unique_Seq_ID
1	1
2	2
3	1
4	3
5	4
6	5
7	6
8	7
9	8
10	9
11	10
12	11
13	12
14	13
15	14
16	15
17	16
18	17
19	18
20	19
21	20
22	21
23	22
24	23
25	24
26	25
27	26
28	27
29	28
30	29
31	30
32	31
33	32
34	33
35	34
36	35
37	36
38	37
39	38
40	39
41	40
42	41
43	42
44	43
45	44
46	45
47	46
48	47
49	48
50	49
51	50
52	46
53	51
54	52
55	53
56	54
57	55
58	56
59	57
60	54
61	58
62	59
63	60
64	61
65	62
66	63
67	64
68	65
69	49
70	66
71	67
72	67
73	68
74	69
75	70
76	71
77	72
78	73
79	74
80	75
81	76
82	77
83	78
84	79
85	80
86	81
87	82
88	83
89	84
90	85
91	86
92	87
93	88
94	89
95	90
96	91
97	92
98	93
99	94
100	95
101	96
102	97
103	98
104	99
105	100
106	101
107	73
108	102
109	103
110	104
111	105
112	106
113	107
114	108
115	109
116	110
117	111
118	112
119	113
120	114
121	115
122	116
123	117
124	118
125	119
126	120
127	121
128	17
129	122
130	123
131	124
132	125
133	126
134	127
135	128
136	129
137	130
138	131
139	132
140	133
141	134
142	135
143	136
144	137
145	138
146	139
147	140
148	141
149	142
150	143
151	144
152	145
153	146
154	147
155	148
156	149
157	150
158	151
159	152
160	153
161	154
162	155
163	156
164	157
165	158
166	159
167	160
168	161
169	162
170	163
171	164
172	165
173	166
174	167
175	168
176	169
177	170
178	171
179	172
180	173
181	174
182	175
183	176
184	15
185	177
186	178
187	179
188	180
189	181
190	182
191	183
192	184
193	185
194	186
195	187
196	188
197	189
198	190
199	191
200	192
201	193
202	91
203	194
204	195
205	196
206	197
207	198
208	199
209	200
210	201
211	202
212	203
213	204
214	205
215	206
216	207
217	208
218	209
219	210
220	211
221	212
222	213
223	214
224	215
225	216
226	217
227	218
228	219
229	220
230	221
231	222
232	223
233	224
234	225
235	226
236	227
237	228
238	229
239	230
240	231
241	232
242	129
243	233
244	234
245	235
246	236
247	237
248	238
249	98
250	239
251	240
252	241
253	242
254	243
255	244
256	245
257	246
258	247
259	248
260	249
261	250
262	251
263	115
264	252
265	253
266	254
267	255
268	256
269	257
270	258
271	259
272	260
273	15
274	261
275	262
276	263
277	264
278	265
279	266
280	267
281	268
282	269
283	270
284	271
285	272
286	273
287	274
288	275
289	276
290	277
291	278
292	32
293	279
294	280
295	281
296	282
297	283
298	284
299	285
300	286
301	287
302	288
303	289
304	290
305	291
306	292
307	293
308	294
309	295
310	296
311	297
312	298
313	299
314	300
315	143
316	301
317	302
318	303
319	304
320	263
321	305
322	306
323	307
324	308
325	309
326	310
327	311
328	312
329	313
330	314
331	315
332	316
333	317
334	318
335	319
336	320
337	4
338	321
339	322
340	323
341	324
342	325
343	326
344	327
345	328
346	329
347	330
348	331
349	332
350	333
351	334
352	335
353	336
354	337
355	169
356	338
357	339
358	340
359	341
360	342
361	343
362	344
363	345
364	346
365	347
366	348
367	349
368	350
369	261
370	351
371	352
372	353
373	354
374	355
375	356
376	357
377	358
378	359
379	360
380	361
381	362
382	363
383	364
384	365
385	366
386	367
387	368
388	369
389	370
390	371
391	372
392	373
393	374
394	375
395	376
396	377
397	378
398	379
399	380
400	381
401	382
402	383
403	384
404	385
405	386
406	387
407	388
408	389
409	390
410	391
411	392
412	393
413	394
414	395
415	396
416	344
417	397
418	398
419	399
420	400
421	401
422	402
423	403
424	404
425	405
426	406
427	407
428	408
429	409
430	410
431	411
432	412
433	413
434	414
435	415
436	415
437	416
438	417
439	418
440	419
441	420
442	421
443	422
444	186
445	423
446	424
447	425
448	426
449	427
450	428
451	429
452	88
453	430
454	431
455	432
456	433
457	434
458	435
459	436
460	437
461	438
462	439
463	440
464	441
465	442
466	443
467	444
468	445
469	446
470	447
471	448
472	449
473	450
474	333
475	451
476	452
477	453
478	454
479	455
480	456
481	457
482	47
483	458
484	459
485	460
486	461
487	462
488	463
489	464
490	465
491	466
492	467
493	468
494	469
495	470
496	471
497	472
498	85
499	57
500	473
501	474
502	475
503	476
504	477
505	478
506	479
507	480
508	481
509	482
510	483
511	484
512	485
513	486
514	487
515	488
516	489
517	490
518	491
519	492
520	493
521	494
522	495
523	496
524	497
525	498
526	499
527	500
528	501
529	502
530	503
531	414
532	504
533	497
534	505
535	506
536	507
537	508
538	509
539	510
540	511
541	512
542	513
543	514
544	515
545	516
546	517
547	518
548	519
549	520
550	521
551	522
552	523
553	524
554	525
555	526
556	527
557	528
558	529
559	530
560	65
561	531
562	532
